,lead_id,nome,email,telefone,data_captura,campanha_origem,ad_clicked,canal_origem,etapa_funil,ultima_interacao,status,pontuacao,sale_id,data_venda,produto,valor_total,quantidade,meio_pagamento,status_pagamento,utm_source,utm_campaign,dias_para_conversao
252,lead_47,Théo Monteiro,theo.monteiro@email.com,0900 765 9663,2025-03-21,Camisetas Series,Video 2,Facebook,Comprou,2025-03-29,Em negociação,100.0,4b85835f-09b8-490b-8694-1692ddabc390,2025-04-26,Camiseta,364.16,3,Pix,Aprovado,source_5,campaign_2,36.0
253,lead_48,Sarah Carvalho,sarah.carvalho@email.com,(031) 7175 8938,2025-03-08,Camisetas Series,Imagem 2,Instagram,Carrinho,2025-03-13,Em negociação,49.0,,,,,0,,,,,
254,lead_49,Matheus Castro,matheus.castro@email.com,+55 (071) 3986-7681,2025-03-07,Blusas Inverno,Carrossel 1,Instagram,Visita,2025-03-15,Novo,44.0,,,,,0,,,,,
255,lead_5,Daniela Mendes,daniela.mendes@email.com,+55 41 8515 3767,2025-04-09,Camisetas Series,Video 2,Tráfego Direto,Visita,2025-04-11,Novo,10.0,,,,,0,,,,,
256,lead_50,Maitê Silva,maite.silva@email.com,+55 84 0295 2564,2025-04-12,Camisetas Filmes,Imagem 1,Facebook,Visita,2025-04-17,Novo,48.0,,,,,0,,,,,
257,lead_51,Alícia Azevedo,alicia.azevedo@email.com,84 5558-0279,2025-03-16,Camisetas Filmes,Carrossel 2,Tráfego Direto,Visita,2025-03-17,Novo,11.0,,,,,0,,,,,
258,lead_52,Beatriz Montenegro,beatriz.montenegro@email.com,61 3124 6703,2025-03-28,Camisetas Series,Imagem 3,Facebook,Comprou,2025-03-31,Ganhou,89.0,8e3b702d-9e62-4a63-8f9e-affe43ef0f0d,2025-04-08,Camiseta,146.89,3,Cartão,Aprovado,source_2,campaign_1,11.0
259,lead_52,Beatriz Montenegro,beatriz.montenegro@email.com,61 3124 6703,2025-03-28,Camisetas Series,Imagem 3,Facebook,Comprou,2025-03-31,Ganhou,89.0,7c5812d4-01c0-4206-8cf1-93b61c229101,2025-04-14,Boné,169.28,5,Cartão,Aprovado,source_7,campaign_2,17.0
260,lead_53,Caroline Mendonça,caroline.mendonca@email.com,0900-007-4737,2025-03-24,Camisetas Filmes,Imagem 1,Google,Checkout,2025-04-02,Em negociação,67.0,,,,,0,,,,,
261,lead_54,Mathias Dias,mathias.dias@email.com,+55 81 2392 4804,2025-03-22,Camisetas Filmes,Video 1,Google,Visita,2025-03-29,Novo,15.0,,,,,0,,,,,
262,lead_55,Carlos Eduardo Silva,carlos.eduardo.silva@email.com,84 8155-5432,2025-03-02,Camisetas Filmes,Video 1,Google,Carrinho,2025-03-04,Em negociação,74.0,,,,,0,,,,,
263,lead_56,Alice Novaes,alice.novaes@email.com,(081) 0672 2305,2025-04-24,Blusas Inverno,Carrossel 1,Tráfego Direto,Visita,2025-05-01,Novo,52.0,,,,,0,,,,,
264,lead_57,Srta. Ana Beatriz Pimenta,srta..ana.beatriz.pimenta@email.com,+55 (061) 7427 2478,2025-04-02,Blusas Inverno,Carrossel 1,Instagram,Carrinho,2025-04-10,Perdido,56.0,,,,,0,,,,,
265,lead_58,Ravi Andrade,ravi.andrade@email.com,+55 21 3845-1821,2025-03-04,Camisetas Filmes,Video 3,Instagram,Carrinho,2025-03-12,Em negociação,53.0,,,,,0,,,,,
266,lead_59,Theo Carvalho,theo.carvalho@email.com,(021) 8706 2533,2025-04-02,Camisetas Series,Imagem 2,Google,Visita,2025-04-06,Novo,55.0,,,,,0,,,,,
267,lead_6,Josué da Luz,josue.da.luz@email.com,81 7287-7016,2025-03-27,Camisetas Filmes,Video 3,Instagram,Visita,2025-03-31,Novo,31.0,,,,,0,,,,,
268,lead_60,Maria Júlia Aragão,maria.julia.aragao@email.com,+55 (081) 3044-4550,2025-04-13,Camisetas Filmes,Video 3,Facebook,Comprou,2025-04-18,Ganhou,100.0,466a059f-c017-4b85-a6a7-fda23ee11a94,2025-04-20,Camiseta,220.97,3,Cartão,Aprovado,source_6,campaign_5,7.0
269,lead_61,Srta. Lorena Fernandes,srta..lorena.fernandes@email.com,+55 31 3238 3597,2025-03-21,Camisetas Filmes,Carrossel 2,Facebook,Visita,2025-03-28,Perdido,43.0,,,,,0,,,,,
270,lead_62,Mirella Ramos,mirella.ramos@email.com,+55 (081) 2823-7692,2025-04-16,Camisetas Filmes,Video 1,Tráfego Direto,Visita,2025-04-19,Novo,25.0,,,,,0,,,,,
271,lead_63,Sra. Ana Campos,sra..ana.campos@email.com,+55 (081) 1524 6541,2025-03-27,Camisetas Filmes,Video 1,Tráfego Direto,Carrinho,2025-03-27,Em negociação,61.0,,,,,0,,,,,
272,lead_64,Isaque das Neves,isaque.das.neves@email.com,+55 61 1190 3725,2025-03-10,Camisetas Series,Imagem 2,Instagram,Visita,2025-03-13,Perdido,47.0,,,,,0,,,,,
273,lead_65,Francisco Cassiano,francisco.cassiano@email.com,0800-318-5353,2025-03-03,Camisetas Filmes,Imagem 1,Tráfego Direto,Carrinho,2025-03-13,Em negociação,44.0,,,,,0,,,,,
274,lead_66,Sra. Rebeca Cunha,sra..rebeca.cunha@email.com,84 8671-1868,2025-03-31,Camisetas Filmes,Imagem 1,Facebook,Checkout,2025-04-01,Perdido,67.0,,,,,0,,,,,
275,lead_67,Apollo Lopes,apollo.lopes@email.com,84 8277-3319,2025-04-27,Camisetas Filmes,Imagem 1,Tráfego Direto,Checkout,2025-05-02,Perdido,87.0,,,,,0,,,,,
276,lead_68,Guilherme Lopes,guilherme.lopes@email.com,+55 51 8189 7992,2025-04-18,Camisetas Filmes,Video 1,Instagram,Visita,2025-04-21,Perdido,42.0,,,,,0,,,,,
277,lead_69,Danilo Silveira,danilo.silveira@email.com,0800 447 9939,2025-04-07,Camisetas Series,Video 2,Google,Visita,2025-04-14,Novo,52.0,,,,,0,,,,,
278,lead_7,Srta. Maria Eduarda Leão,srta..maria.eduarda.leao@email.com,+55 51 5647 2883,2025-04-21,Blusas Inverno,Carrossel 1,Facebook,Visita,2025-04-26,Novo,23.0,,,,,0,,,,,
279,lead_70,Dante Melo,dante.melo@email.com,(071) 0766 5262,2025-03-01,Camisetas Series,Imagem 2,Google,Visita,2025-03-03,Novo,44.0,,,,,0,,,,,
280,lead_71,Sabrina Souza,sabrina.souza@email.com,41 1295-8501,2025-04-18,Camisetas Filmes,Carrossel 2,Facebook,Carrinho,2025-04-25,Perdido,55.0,,,,,0,,,,,
281,lead_72,Leonardo da Rosa,leonardo.da.rosa@email.com,81 4921-0696,2025-04-17,Camisetas Filmes,Video 3,Instagram,Checkout,2025-04-18,Em negociação,66.0,,,,,0,,,,,
282,lead_73,Erick Sá,erick.sa@email.com,+55 (031) 9148-3568,2025-03-08,Camisetas Filmes,Video 1,Facebook,Checkout,2025-03-14,Perdido,81.0,,,,,0,,,,,
283,lead_74,Dr. Benjamin Souza,dr..benjamin.souza@email.com,51 6286 5587,2025-04-07,Camisetas Series,Imagem 3,Tráfego Direto,Carrinho,2025-04-13,Em negociação,67.0,,,,,0,,,,,
284,lead_75,Anthony Sales,anthony.sales@email.com,+55 81 0519 2957,2025-04-28,Camisetas Filmes,Carrossel 2,Instagram,Visita,2025-04-28,Novo,56.0,,,,,0,,,,,
285,lead_76,Henry Cavalcante,henry.cavalcante@email.com,+55 84 3867-3283,2025-04-13,Camisetas Filmes,Video 1,Instagram,Comprou,2025-04-19,Ganhou,81.0,11d3436c-cd23-4ea6-810e-4ef232302096,2025-04-22,Camiseta,169.03,1,Cartão,Aprovado,source_8,campaign_5,9.0
286,lead_77,Sra. Maria Alice Costela,sra..maria.alice.costela@email.com,+55 (041) 7433-8494,2025-03-03,Camisetas Series,Imagem 3,Tráfego Direto,Carrinho,2025-03-06,Perdido,46.0,,,,,0,,,,,
287,lead_78,Vitor Porto,vitor.porto@email.com,(071) 8426 6210,2025-03-22,Camisetas Series,Imagem 2,Facebook,Carrinho,2025-03-30,Em negociação,52.0,,,,,0,,,,,
288,lead_79,Enzo Novais,enzo.novais@email.com,+55 (061) 0121-2023,2025-03-16,Camisetas Filmes,Carrossel 2,Instagram,Checkout,2025-03-22,Em negociação,64.0,,,,,0,,,,,
289,lead_8,Ana Laura Aragão,ana.laura.aragao@email.com,+55 (051) 6179-6547,2025-03-22,Camisetas Filmes,Video 1,Instagram,Visita,2025-03-28,Novo,15.0,,,,,0,,,,,
290,lead_80,Fernanda Costela,fernanda.costela@email.com,+55 71 4292 9796,2025-03-25,Blusas Inverno,Carrossel 1,Instagram,Carrinho,2025-04-01,Em negociação,57.0,,,,,0,,,,,
291,lead_81,Vitor Nunes,vitor.nunes@email.com,(071) 1625-5265,2025-04-24,Camisetas Series,Imagem 2,Tráfego Direto,Comprou,2025-05-01,Em negociação,82.0,d5404ff9-eb84-4689-9c49-f85c7f3721ac,2025-04-25,Camiseta,106.17,4,Cartão,Aprovado,source_2,campaign_5,1.0
292,lead_82,Melina Moreira,melina.moreira@email.com,(011) 7727 4133,2025-03-11,Camisetas Filmes,Video 1,Facebook,Visita,2025-03-21,Perdido,13.0,,,,,0,,,,,
293,lead_83,João Vitor Vasconcelos,joao.vitor.vasconcelos@email.com,(031) 0158-3482,2025-02-28,Camisetas Filmes,Imagem 1,Facebook,Comprou,2025-03-03,Em negociação,82.0,7e1fddbc-9691-4bd0-9cc0-e38e5086977d,2025-04-08,Camiseta,181.93,5,Cartão,Aprovado,source_6,campaign_5,39.0
294,lead_84,Apollo Vieira,apollo.vieira@email.com,(071) 5864 9131,2025-04-18,Blusas Inverno,Carrossel 1,Tráfego Direto,Visita,2025-04-25,Novo,36.0,,,,,0,,,,,
295,lead_85,Lorenzo Brito,lorenzo.brito@email.com,+55 21 2274 5746,2025-04-20,Camisetas Filmes,Carrossel 2,Tráfego Direto,Visita,2025-04-26,Novo,23.0,,,,,0,,,,,
296,lead_86,Emanuel Castro,emanuel.castro@email.com,+55 (071) 3554-5616,2025-03-28,Camisetas Filmes,Imagem 1,Google,Comprou,2025-04-03,Ganhou,85.0,30060713-1dea-40df-bd1a-62efa6960505,2025-04-02,Camiseta,136.53,1,Cartão,Aprovado,source_1,campaign_2,5.0
297,lead_87,Sr. Antony Azevedo,sr..antony.azevedo@email.com,(061) 1824 9054,2025-04-13,Camisetas Filmes,Imagem 1,Google,Visita,2025-04-17,Novo,34.0,,,,,0,,,,,
298,lead_88,Anthony Monteiro,anthony.monteiro@email.com,+55 11 4162-4430,2025-04-15,Camisetas Filmes,Carrossel 2,Email,Visita,2025-04-21,Novo,28.0,,,,,0,,,,,
299,lead_89,Diogo Lima,diogo.lima@email.com,+55 (084) 6483-1214,2025-04-18,Camisetas Filmes,Carrossel 2,Tráfego Direto,Checkout,2025-04-21,Perdido,64.0,,,,,0,,,,,
300,lead_9,Dr. Danilo Araújo,dr..danilo.araujo@email.com,+55 (061) 3120-5381,2025-03-12,Camisetas Filmes,Video 1,Facebook,Checkout,2025-03-17,Em negociação,71.0,,,,,0,,,,,
301,lead_90,Pedro Cassiano,pedro.cassiano@email.com,41 8656 9714,2025-03-10,Camisetas Series,Video 2,Google,Visita,2025-03-10,Novo,23.0,,,,,0,,,,,
302,lead_91,Dr. Davi Porto,dr..davi.porto@email.com,+55 (061) 7084-4931,2025-03-08,Camisetas Filmes,Imagem 1,Tráfego Direto,Checkout,2025-03-13,Perdido,83.0,,,,,0,,,,,
303,lead_92,Julia da Costa,julia.da.costa@email.com,11 0492 1968,2025-03-08,Camisetas Filmes,Imagem 1,Tráfego Direto,Carrinho,2025-03-17,Em negociação,43.0,,,,,0,,,,,
304,lead_93,Maysa Siqueira,maysa.siqueira@email.com,0500 884 8975,2025-03-07,Camisetas Filmes,Carrossel 2,Google,Carrinho,2025-03-15,Perdido,72.0,,,,,0,,,,,
305,lead_94,Vitória Siqueira,vitoria.siqueira@email.com,+55 (051) 9434 6335,2025-04-16,Blusas Inverno,Carrossel 1,Google,Checkout,2025-04-24,Em negociação,61.0,,,,,0,,,,,
306,lead_95,Dr. Pietro Rios,dr..pietro.rios@email.com,+55 (071) 8403 9290,2025-03-05,Camisetas Filmes,Video 1,Facebook,Visita,2025-03-06,Novo,21.0,,,,,0,,,,,
307,lead_96,Luísa Vieira,luisa.vieira@email.com,+55 31 8641-7590,2025-04-17,Camisetas Filmes,Video 1,Instagram,Carrinho,2025-04-23,Em negociação,55.0,,,,,0,,,,,
308,lead_97,Maria Fernanda da Rocha,maria.fernanda.da.rocha@email.com,(031) 1298-3692,2025-03-06,Camisetas Filmes,Video 1,Instagram,Carrinho,2025-03-09,Em negociação,76.0,,,,,0,,,,,
309,lead_98,Sr. Vinícius Carvalho,sr..vinicius.carvalho@email.com,41 7769-1129,2025-04-03,Camisetas Filmes,Imagem 1,Instagram,Checkout,2025-04-04,Em negociação,79.0,,,,,0,,,,,
310,lead_99,Larissa Melo,larissa.melo@email.com,+55 51 6249 9708,2025-03-31,Camisetas Filmes,Video 3,Instagram,Carrinho,2025-04-09,Perdido,77.0,,,,,0,,,,,
311,,,,,,,,,,,,,2a2503b9-37e9-495f-b588-c979e6f1c83c,2025-01-18,Camiseta,107.78,4,Cartão,Pendente,source_9,campaign_2,
312,,,,,,,,,,,,,899c3566-dbff-4ad6-9b09-d98b934b6e7b,2024-10-18,Camiseta,153.02,1,Cartão,Pendente,source_6,campaign_1,
313,,,,,,,,,,,,,852a4e65-6753-4dc6-83e7-02364b41a11a,2025-02-09,Blusa,281.37,3,Pix,Pendente,source_8,campaign_2,
314,,,,,,,,,,,,,431b8c38-abf4-4b86-98a2-bcba5188aa8a,2025-03-04,Blusa,159.35,4,Cartão,Cancelado,source_7,campaign_2,
